0,175,9,3,22
2,4996,31,13,56
3,7781,37,17,66
1,2102,22,8,42
4,10125,43,20,75
6,13813,52,26,89
7,15294,56,28,96
5,12122,48,23,82
8,16848,60,31,102
9,19455,64,33,108
100,112,7,3,22
10,22518,67,35,113
11,25814,71,38,120
12,29466,75,40,126
99,1784,22,7,73
13,33312,79,42,132
98,6572,37,11,157
14,37537,83,45,138
96,31317,72,19,256
16,46851,91,50,150
97,16950,54,15,256
17,52008,95,52,157
18,57444,99,54,163
15,42029,87,47,144
19,63282,103,57,170
95,46512,93,23,256
20,69411,107,59,176
22,82839,116,64,189
94,62866,118,27,256
21,75945,111,62,183
23,90164,120,67,196
24,97648,124,69,202
93,80929,149,31,256
25,105778,128,72,209
26,114153,133,75,216
92,101721,199,36,256
28,132198,141,80,229
27,123039,137,77,222
29,141898,146,83,236
30,152038,150,85,243
91,128847,256,40,256
31,162420,154,88,250
32,173502,159,90,256
33,182900,163,93,256
90,160567,256,44,256
34,189399,168,96,256
35,195411,172,99,256
36,201519,177,101,256
38,213616,186,107,256
37,207517,181,104,256
89,193163,256,48,256
40,226110,195,112,256
39,219879,191,110,256
41,232417,200,115,256
43,245212,209,121,256
42,238806,204,118,256
88,224770,256,53,256
76,234188,256,73,256
79,232823,256,67,256
77,233810,256,71,256
78,233299,256,69,256
80,232328,256,65,256
83,231655,256,61,256
81,231883,256,64,256
82,231630,256,63,256
84,231381,256,60,256
85,231015,256,58,256
86,230719,256,57,256
87,230955,256,56,256
70,239646,256,89,256
71,238524,256,85,256
72,237430,256,82,256
73,236483,256,80,256
74,235649,256,77,256
75,234727,256,75,256
44,251792,214,124,256
68,242515,256,96,256
67,244261,256,100,256
69,241053,256,92,256
45,258420,218,126,256
64,251384,256,117,256
66,246270,256,105,256
65,248572,256,110,256
46,265156,223,129,256
63,254697,256,126,256
47,271729,228,132,256
61,263961,256,163,256
62,258654,256,138,256
60,271339,256,170,256
59,279299,256,167,256
48,278442,233,135,256
49,285390,237,138,256
58,286840,256,164,256
57,293923,256,161,256
50,292233,242,141,256
51,299244,247,144,256
56,300768,256,158,256
55,307276,256,155,256
53,313338,256,150,256
52,306176,252,147,256
54,313438,256,152,256
