0,1,0,2,0.37142857142857144
1,1,0,2,0.35141135426577863
2,1,0,2,0.3506138243928476
3,1,0,2,0.35158291564923105
4,1,0,2,0.35331687242798354
5,1,0,2,0.35511191772534784
6,1,0,2,0.3569342889548493
7,1,0,2,0.3587245542914433
8,1,0,2,0.3601416587527699
9,1,0,2,0.3600959479139895
10,1,0,2,0.35974183616070105
11,1,0,2,0.35946902197773817
12,1,0,2,0.35910314713002556
13,1,0,2,0.3588596701889209
14,1,0,2,0.35861505536759286
15,1,0,2,0.3583557384980212
16,1,0,2,0.3581353653070372
17,1,0,2,0.3578872481156745
19,1,0,2,0.35748975485393425
18,1,0,2,0.35769328969663206
20,1,0,2,0.357311281112984
21,1,0,2,0.35710931156319264
23,1,0,2,0.35674992236369285
22,1,0,2,0.35692125689590654
24,1,0,2,0.35660740619367526
25,1,0,2,0.3564477805718895
26,1,0,2,0.3563025062854239
27,1,0,2,0.3561282736909977
28,1,0,2,0.35601143738937047
29,1,0,2,0.3558589033437164
30,1,0,2,0.3557224728905493
31,1,0,2,0.35561096745064236
32,1,0,2,0.35546372183990194
33,1,0,2,0.35551849826863496
34,1,0,2,0.3549033169833702
35,1,0,2,0.35411346682974176
36,1,0,2,0.3533546051075416
37,1,0,2,0.3526522325078588
38,1,0,2,0.35196489651212143
39,1,0,2,0.351328078928259
40,1,0,2,0.3507172025415358
41,1,0,2,0.3501536749319829
42,1,0,2,0.3496227062971617
43,1,0,2,0.34911287647695327
45,1,0,2,0.3481464282950236
44,1,0,2,0.3486038740971384
46,1,0,2,0.3477173186099252
47,1,0,2,0.3473019074151084
48,1,0,2,0.346916054330884
49,1,0,2,0.3465199668290176
50,1,0,2,0.3461644190309331
59,1,0,2,0.3443776502362462
51,1,0,2,0.3458303814501433
58,1,0,2,0.3445974527030168
57,1,0,2,0.3447728373304119
55,1,0,2,0.3449862664184642
56,1,0,2,0.3449181207220626
52,1,0,2,0.34549409489966554
54,1,0,2,0.34501666464606506
53,1,0,2,0.345176773962941
76,1,0,2,0.3406707431636121
77,1,0,2,0.3405357626562879
78,1,0,2,0.34040723134975576
79,1,0,2,0.3402785234563023
70,1,0,2,0.34160664758296266
71,1,0,2,0.3414359421553666
72,1,0,2,0.34126689971781154
73,1,0,2,0.3411112003822685
74,1,0,2,0.34095483819862027
75,1,0,2,0.34081152430980105
67,1,0,2,0.34217633323917174
68,1,0,2,0.3419719742421431
69,1,0,2,0.3418003509601623
64,1,0,2,0.3428314185999639
65,1,0,2,0.34260093654957113
66,1,0,2,0.3423681325374589
61,1,0,2,0.34374901342748865
63,1,0,2,0.34309787708532097
60,1,0,2,0.3441046071519391
62,1,0,2,0.3433789283495841
99,1,0,2,0.34940209267563527
100,1,0,2,0.37797619047619047
98,1,0,2,0.34413674173260295
97,1,0,2,0.3413765978367748
96,1,0,2,0.34029440878755945
95,1,0,2,0.33993378052975576
94,1,0,2,0.33984453705765705
93,1,0,2,0.3398081445876427
92,1,0,2,0.33992653106700355
91,1,0,2,0.340145029893336
90,1,0,2,0.33996607854249833
89,1,0,2,0.3396889328356535
81,1,0,2,0.3400349889096369
83,1,0,2,0.33980560172095
82,1,0,2,0.3399358171796975
84,1,0,2,0.3397081004922617
85,1,0,2,0.33960853912805083
86,1,0,2,0.3394966748873449
87,1,0,2,0.33941676950055205
88,1,0,2,0.3393379899452774
80,1,0,2,0.34016132364588
